country code,asciiname,feature class,population,elevation
CH,Weid,P,5,
CH,Farbueel,P,7,
CH,Grindlen,P,10,
CH,Albishorn,P,4,909.0
CH,Grossrain,P,6,
CH,Hinter-Albis,P,23,
CH,Mittel-Albis,P,26,
CH,Ober-Albis,P,33,
CH,Ebertswil,P,429,
CH,Husertal,P,50,
CH,Houen,P,10,
CH,Hirzwangen,P,44,
CH,Schweikhof,P,14,
CH,Wesenmatt,P,16,
CH,Sihlbrugg (nordwestl. Teil),P,6,
CH,Hedingen,P,2835,
CH,Eichmatt,P,5,
CH,Stocken,P,7,
CH,Ismatt,P,23,
CH,Grindelmatten,P,8,
CH,Saelen,P,6,
CH,Hasenacher,P,11,
CH,Fromoos,P,19,
CH,Ruetihof,P,5,
CH,Duerrenbach,P,9,
CH,Weid (bei Hauptikon),P,9,
CH,Naefenhaeuser,P,48,
CH,Hauptikon,P,157,
CH,Waldhof,P,9,
CH,Allenwinden,P,15,
CH,Kappelerhoehe,P,2,
CH,Uerzlikon,P,262,
CH,Herti,P,8,
CH,Baeumler,P,7,
CH,Wolfsacker,P,5,
CH,Leematt,P,16,
CH,Schuerweid,P,9,
CH,Weid (bei Uerzlikon),P,14,
CH,Hinteruttenberg,P,72,
CH,Vorderuttenberg,P,53,
CH,Boggsmatten,P,11,
CH,Rossi,P,2,
CH,Pestalozzi-Stiftung,P,47,
CH,Baareggstrasse,P,8,
CH,Hirzrain,P,8,
CH,Baaregg,P,46,
CH,Buchhof,P,11,
CH,Marchstein,P,11,
CH,Hasental,P,5,
CH,Weid,P,7,
CH,Grischhei,P,9,
CH,Rueteli,P,11,
CH,Rain,P,18,
CH,Grossholz,P,42,
CH,Gruet,P,5,
CH,Dachlissen,P,135,
CH,Eigi,P,22,
CH,Schueren,P,8,
CH,Schueenweid,P,9,
CH,Schauenberg,P,7,
CH,Kinderheim Paradis,P,23,
CH,Buchstock,P,9,
CH,Huebscheren,P,16,
CH,Herferswil,P,86,
CH,Linden,P,7,
CH,Lindenmatt,P,4,
CH,Moosmatt,P,7,
CH,Neugut,P,3,
CH,Schuermatt,P,6,
CH,Sunnenberg,P,5,
CH,Freudenberg,P,10,
CH,Sunnehof,P,7,
CH,Aspli,P,7,
CH,Wissenbach,P,34,
CH,"Zur Weid, Rossau",P,61,
CH,Rossau,P,209,
CH,Obfelden / Oberlunnern,P,1103,
CH,Obfelden / Bickwil,P,733,
CH,Obfelden / Unterlunnern,P,247,
CH,Obfelden / Chilefeld,P,366,
CH,Obfelden / Toussen,P,1146,
CH,Obfelden / Wolsen,P,444,
CH,Breitenerli,P,6,
CH,Ruetihof,P,12,
CH,Isenberg,P,2,
CH,Im Gibel,P,2,
CH,Rickenbach,P,23,
CH,Rifferswil / Unter-Rifferswil,P,170,
CH,Rifferswil / Ober-Rifferswil,P,365,
CH,Rifferswil / Mattler,P,69,
CH,Schonau,P,18,
CH,Homberg,P,9,
CH,Gerensteg,P,5,
CH,Zeisenberg,P,14,
CH,Lerchenhof,P,8,
CH,Ausserfeld,P,5,
CH,Allmend,P,10,
CH,Sellenbueren / Diebis,P,36,
CH,Sellenbueren / Chirchhof,P,12,
CH,Sellenbueren / Weidelacher,P,146,
CH,Station Uetliberg,P,2,
CH,Sellenbueren / Bueel,P,211,
CH,Sellenbueren / Rainstrasse-Hofstetterweidweg,P,124,
CH,Sellenbueren / Talblick,P,60,
CH,Sellenbueren / Alt-Uetlibergweg,P,158,
CH,Sellenbueren / Loomatt,P,80,
CH,Sellenbueren / Atrium,P,261,
CH,Sellenbueren / Zuegnis,P,104,
CH,Folenweid,P,8,
CH,Bleiki,P,28,
CH,Maedikon,P,9,
CH,Aegerten,P,160,
CH,Baldern,P,2,
CH,Erli,P,6,
CH,Schleetalbach,P,6,
CH,Eichmatt,P,9,
CH,Gamlikon,P,74,
CH,Girstelweid,P,4,
CH,Mittel-Gamlikon,P,15,
CH,Grafschaft,P,10,
CH,Aumueli,P,21,
CH,Neuhaus,P,9,
CH,Moesli,P,5,
CH,Hintere Buchenegg,P,43,
CH,Taegerstrank,P,11,
CH,Rebhoelzli,P,5,
CH,Tobel,P,7,
CH,Im Fischer,P,5,
CH,Wolfenhof,P,13,
CH,Huesli,P,5,
CH,Bol,P,4,
CH,Taegerst,P,15,
CH,Schulhaus Taegerst,P,6,
CH,Ryfen,P,5,
CH,Vordere Buchenegg,P,12,
CH,Muesli,P,7,
CH,Bodenacker,P,4,
CH,Schanz,P,1,
CH,Wettswil / Ausser-Dorf,P,1438,
CH,Wettswil / Heidenchilen,P,141,
CH,Wettswil / Baeumlisaecher,P,209,
CH,Wettswil / Langaecher,P,246,
CH,Wettswil / Strumbergaecher,P,198,
CH,Chriegmatten,P,5,
CH,Moos,P,5,
CH,Hotzler,P,50,
CH,Stationsquartier,P,66,
CH,Gruet,P,7,
CH,Adlikon,P,261,
CH,Tuefenau,P,8,
CH,Daetwil,P,82,
CH,Sonnenberg,P,5,
CH,Loobuck,P,8,
CH,Buck,P,8,
CH,Niederwil,P,131,
CH,Truegli,P,7,
CH,im Hintergraben,P,9,
CH,Harenberg-Guggeere-im Berg,P,50,
CH,Berg,P,377,
CH,Ebersberg,P,5,
CH,Eigenthal,P,13,
CH,Graeslikon,P,156,
CH,Wiler,P,95,
CH,Neuguetli,P,2,
CH,Erlenhof,P,7,
CH,Ober Hueb,P,5,
CH,Desibach,P,30,
CH,Bebikon,P,25,
CH,Dachsen / Dorfkern West,P,231,
CH,Dachsen / Dorfkern Ost,P,247,
CH,Dachsen / Steinboden,P,146,
CH,Dachsen / Lauferfeld,P,181,
CH,Dachsen / Steig,P,142,
CH,Dachsen / Buechbrunnen,P,14,
CH,Dachsen / Sunnenberg,P,232,
CH,Mettli,P,20,
CH,Dachsen / Hindergarten,P,277,
CH,Dorf,P,529,
CH,Goldenberg,P,10,
CH,Langwiesen,P,759,
CH,Unterwyden,P,6,
CH,Ziegelhuette,P,1,
CH,Schollenberg,P,11,
CH,Amenloch,P,88,
CH,Worrenberg,P,6,
CH,Schlatter,P,20,
CH,Alterau,P,9,
CH,Stucki-Boendler,P,199,
CH,Schauben,P,22,
CH,Neugut,P,11,
CH,Werkhof,P,18,
CH,Widen,P,8,
CH,Gruet,P,7,
CH,Schniderbuck,P,11,
CH,Bueel,P,3,
CH,Humlikon,P,383,
CH,Gruenwald,P,11,
CH,Kreuzstrasse,P,5,
CH,Kleinandelfingen,P,1094,
CH,Oerlingen,P,380,
CH,Weierhof,P,5,
CH,Tempel,P,12,
CH,Wespersbuehl,P,11,
CH,Grosssee,P,5,
CH,Uhwiesen / Dorfkern,P,243,
CH,Uhwiesen / Berg,P,277,
CH,Uhwiesen / Lauferweg,P,98,
CH,Uhwiesen / Mettliwisen-Katzenbach,P,162,
CH,Uhwiesen / Elsis,P,82,
CH,Uhwiesen / Moerlen-Ramsauer,P,208,
CH,Uhwiesen / Neusatz,P,70,
CH,Sunnehof,P,7,
CH,Steinerberg,P,17,
CH,Brand,P,8,
CH,Gruet,P,8,
CH,Marthalen / Dorfkern,P,603,
CH,Marthalen / Station-Seebe,P,251,
CH,Marthalen / Schilling,P,189,
CH,Marthalen / Undere Fleudebueel,P,57,
CH,Marthalen / Boktezelgli-Breiti,P,231,
CH,Marthalen / Oberhuse,P,236,
CH,Radhof,P,10,
CH,Berg,P,9,
CH,Naegeli,P,6,
CH,Isebuck,P,9,
CH,Kleiment,P,6,
CH,Nidermartel,P,10,
CH,Seegrabe,P,5,
CH,Seefeld,P,9,
CH,Abischthof,P,4,
CH,Muehliwis,P,5,
CH,Hauebueel,P,7,
CH,Oberstammheim,P,863,
CH,Saeleten,P,6,
CH,Talmuehle,P,11,
CH,Hardhof,P,6,
CH,Seehof/Seehalde,P,8,
CH,Lindenhof,P,9,
CH,Erlenhof,P,6,
CH,Felderen,P,12,
CH,Felderhof,P,4,
CH,Wilen,P,52,
CH,Moos,P,14,
CH,Langenmoos,P,22,
CH,Berghof,P,4,
CH,Goldbuck,P,6,
CH,Riethalde,P,6,
CH,Gisenhard,P,41,
CH,Berg,P,7,
CH,Loeberen,P,32,
CH,Werdhof,P,12,
CH,Hausen,P,31,
CH,Widen,P,5,
CH,Im Stieg,P,5,
CH,Egli,P,4,
CH,Burghof,P,25,
CH,Unterdorf,P,439,
CH,Oberdorf,P,477,
CH,Alt-Rheinau,P,46,
CH,Neu-Rheinau,P,562,
CH,Guetighausen,P,232,
CH,Geeren,P,6,
CH,Tannenhof,P,7,
CH,Station,P,6,
CH,Schleipfi,P,4,
CH,Rudolfingen,P,222,
CH,Wildensbuch,P,96,
CH,Neuen,P,5,
CH,Guetli,P,8,
CH,Ruppen,P,11,
CH,Ohrenberg,P,6,
CH,Truttikon,P,363,
CH,Waldhof,P,6,
CH,Furtmuehle,P,8,
CH,Steigbuehl,P,8,
CH,Rohraecker,P,5,
CH,Ulmerhof,P,8,
CH,Neubrunn,P,8,
CH,Oberbrunn,P,3,
CH,Riet,P,5,
CH,Pfei,P,7,
CH,Wieshof,P,1,
CH,Stangen,P,9,
CH,Amtacker,P,6,
CH,Volken,P,250,
CH,Waltalingen,P,278,
CH,Guntalingen,P,297,
CH,Eichhof,P,7,
CH,Girsberg,P,18,
CH,Zentralschulhaus,P,9,
CH,Rietmueli,P,6,
CH,Berghus,P,2,
CH,Industrie,P,32,
CH,Berg,P,6,
CH,Baholz,P,3,
CH,Bachtobel,P,21,
CH,Juchen,P,16,
CH,Grindel,P,5,
CH,Hard,P,20,
CH,Poeschen,P,50,
CH,Buelach / Altstadt,P,596,
CH,Buelach / Irchel,P,425,
CH,Buelach / Chroepfli,P,849,
CH,Buelach / Soligaenter,P,1434,
CH,Buelach / Neuguet,P,437,
CH,Buelach / Gstueckt,P,1863,
CH,Buelach / Grossstein,P,719,
CH,Buelach / Herti,P,808,
CH,Buelach / Seematt,P,2171,
CH,Heimgarten,P,69,
CH,Rheinsberghof,P,2,
CH,Station Glattfelden,P,3,
CH,Herrenwis,P,12,
CH,Schlattihof,P,5,
CH,Laeubberg,P,4,
CH,Schuetzenmatt,P,7,
CH,Wiesli,P,45,
CH,Irchelstrasse,P,22,
CH,Nussbaumen,P,75,
CH,Dettenberg,P,7,
CH,Franzrueti,P,6,
CH,Rotzibuch,P,5,
CH,Eschenmosen,P,100,
CH,Klingenhof,P,6,
CH,Binz,P,6,
CH,Nebelwinkel-Erachfeld,P,40,
CH,Engelwisstrasse,P,2,
CH,Jfang,P,17,
CH,Mettmenriet,P,49,
CH,Schlaufenberg,P,47,
CH,Grund,P,8,
CH,Chriesbach,P,3,
CH,Aegert,P,32,
CH,Dietlikon / Industrie,P,117,
CH,Dietlikon / Eichwiesen,P,1386,
CH,Eglisau / Staedtchen,P,245,
CH,Eglisau / Eigenacker,P,217,
CH,Eglisau / Steig,P,170,
CH,Eglisau / Burg,P,233,
CH,Seglingen / Frauenhag,P,125,
CH,Seglingen / Mettlen,P,347,
CH,Seglingen / Unter-Seglingen,P,169,
CH,Seglingen / Ober-Seglingen,P,503,
CH,Stampfi,P,13,
CH,Wiler,P,388,
CH,Im Stab,P,12,
CH,Hinter Stadtberg,P,4,
CH,Buechhof,P,9,
CH,Laubi,P,9,
CH,Eglisau / Bauelenzelg,P,23,
CH,Eglisau / Eigen,P,86,
CH,Embrach / Embrach (Dorfkern),P,2960,
CH,Embrach / Klinik Hard,P,461,
CH,Embrach / Studerwies,P,13,
CH,Embrach / Hard Nord,P,60,
CH,Embrach / Stationsquartier,P,274,
CH,Embrach / Kellersacker,P,1467,
CH,Ziegelhuette,P,10,
CH,Illingen,P,46,
CH,Obermuehle,P,14,
CH,Talegg,P,6,
CH,Betzental,P,10,
CH,Guldenberg,P,8,
CH,Gstein,P,29,
CH,Chimenhof,P,14,
CH,Berghof,P,9,
CH,Baltsberg,P,17,
CH,Embrach / Hard Sued,P,13,
CH,Embrach / Embraport,P,8,
CH,Embrach / Ebnet,P,553,
CH,Embrach / Wildbach,P,543,
CH,Embrach / Baechli,P,734,
CH,Haller,P,222,
CH,Chueng,P,104,
CH,Freienstein,P,1617,
CH,Unter-Teufen,P,173,
CH,Ober-Teufen,P,149,
CH,Feldhof,P,9,
CH,Teufenbach,P,11,
CH,Schloss Teufen,P,18,
CH,Geissstig,P,3,
CH,Rueedi,P,35,
CH,Wohnschule,P,38,
CH,Sonnenberg,P,10,
CH,Schlossacher,P,70,
CH,Zweidlen-Station,P,257,
CH,Rheinsfelden (Hoefe),P,26,
CH,Letten,P,208,
CH,Laubberg,P,7,
CH,Zweidlen-Dorf,P,104,
CH,Aarueti,P,59,
CH,Berg,P,3,
CH,Woelflishalden,P,8,
CH,Schachen,P,67,
CH,Hochfelden,P,1442,
CH,Willenhof,P,39,
CH,Im Jakobstal,P,29,
CH,Im Schindlerbuehl,P,10,
CH,Hoeri,P,1041,
CH,Nieder-Hoeri,P,55,
CH,Bueckler-Doernler,P,591,
CH,Ober-Hoeri,P,523,
CH,Fuchshof,P,6,
CH,Bahnhof,P,6,
CH,Raineten,P,1,
CH,Kloten / Kloten (Zentrum),P,1681,
CH,Kloten / Freienberg (Chanzler-Chlini Chaseren),P,1588,
CH,Kloten / Chaseren,P,360,
CH,Kloten / Kaserne,P,11,
CH,Kloten / Horainli,P,1391,
CH,Kloten / Geissberg,P,1941,
CH,Kloten / Hostrass,P,1012,
CH,Kloten / Holberg,P,2239,
CH,Kloten / Oberfeld,P,31,
CH,Kloten / Balsberg,P,1389,
CH,Kloten / Bramen,P,983,
CH,Kloten / Spitz,P,1153,
CH,Kloten / Ruetlen,P,2510,
CH,Egetswil,P,275,
CH,Vorder Baenikon,P,21,
CH,Gerlisberg,P,120,
CH,Rank,P,30,
CH,Eigental,P,13,
CH,Obholz,P,14,
CH,Lufingen,P,446,
CH,Moosbrunnen,P,8,
CH,Sandaecher,P,10,
CH,Ziegeleistrasse,P,47,
CH,Mueli,P,68,
CH,Hinter-Marchlen,P,12,
CH,Gsteig,P,10,
CH,Vorder-Marchlen,P,6,
CH,Augwil,P,450,
CH,Chloosstrasse,P,10,
CH,Ober-Augwil,P,66,
CH,Breitenloo,P,20,
CH,Kleinhaus,P,8,
CH,Oberwil,P,403,
CH,Birchwil,P,1066,
CH,Hakab,P,46,
CH,Fraubueechli,P,6,
CH,Trinenmoos,P,7,
CH,Paradies,P,3,
CH,Rotenfluh,P,26,
CH,Unter-Mettmenstetten,P,5,
CH,Ober-Mettmenstetten,P,12,
CH,Ober-Wagenburg,P,34,
CH,Stiegenhof,P,9,
CH,Riethof,P,11,
CH,Sonnenberg,P,12,
CH,Hausen,P,9,
CH,Muehlberg,P,24,
CH,Unter-Wagenburg,P,15,
CH,Sonnenbuehl,P,28,
CH,Madlikon,P,7,
CH,Stuerzikon,P,16,
CH,Buehlhof,P,13,
CH,Glattbrugg / Wydacker/Bettacker/Laettenwiesen,P,1551,
CH,Grossacker/Opfikon,P,1076,
CH,Rietgrabenhang,P,761,
CH,Au,P,426,
CH,Oberhauserriet,P,77,
CH,Leutschenbach,P,5,
CH,Talacker,P,18,
CH,Glattbrugg / Hohenstieglen,P,312,
CH,Glattbrugg / Frohdoerfli,P,416,
CH,Glattbrugg / Zentrum Muellacker,P,867,
CH,Hohenbuehl/Bubenholz,P,66,
CH,Bruennli/Hardacker,P,370,
CH,Glattbrugg / Rohr/Platten-Balsberg,P,1780,
CH,Glattbrugg / Flughofstrasse,P,11,
CH,Glattbrugg / Saegereistrasse-Cher,P,68,
CH,Langenriet,P,5,
CH,Sonnenberg,P,20,
CH,Feldhof,P,8,
CH,Forenhof,P,3,
CH,Solgen,P,10,
CH,Ausserwiler,P,5,
CH,Nauen,P,45,
CH,Au,P,137,
CH,Wagenbreche,P,8,
CH,Riet,P,149,
CH,Berghof,P,4,
CH,Wallisellen / Wallisellen-West,P,3511,
CH,Wallisellen / Wallisellen-Ost,P,5031,
CH,Wallisellen / Rieden,P,2261,
CH,Wallisellen / Hof,P,902,
CH,Herzogenmuehle,P,34,
CH,Neugut,P,27,
CH,Schoenenhof,P,41,
CH,Buchenloo,P,46,
CH,Wendelbuck,P,24,
CH,Lirenhof,P,54,
CH,Felsenegg,P,66,
CH,Buergelacker,P,164,
CH,Rueti,P,10,
CH,Hueslihof,P,54,
CH,Grund,P,28,
CH,Landbuehl,P,18,
CH,Winkel,P,869,
CH,Scheidweg,P,17,
CH,Bitziberg,P,32,
CH,Halden,P,61,
CH,Buetzen,P,69,
CH,Geeren,P,97,
CH,Bruetter,P,78,
CH,Angelrain,P,139,
CH,Seeb,P,251,
CH,Hofacher,P,64,
CH,Laetten,P,136,
CH,Seehalden,P,11,
CH,Lochwis,P,71,
CH,Grossacher,P,9,
CH,Huser,P,6,
CH,Niderrueti,P,179,
CH,Bueelhalden,P,29,
CH,Loo,P,64,
CH,Bueelhof,P,42,
CH,Puenten,P,17,
CH,Bueelreben,P,151,
CH,Chlihoelzli,P,166,
CH,Maas,P,202,
CH,Oberrueti,P,118,
CH,Hagenbuechen,P,8,
CH,Chirchbueel,P,132,
CH,Hargarten,P,89,
CH,Wilenhof,P,7,
CH,Grosswis,P,68,
CH,Alt-Bachs,P,261,
CH,Neu-Bachs,P,141,
CH,Tal,P,7,
CH,Thalmuehle,P,8,
CH,Hueb,P,16,
CH,Rueebisberg,P,15,
CH,Braemhof,P,7,
CH,Mulflen,P,21,
CH,Weiherbach,P,9,
CH,Hochrueti,P,5,
CH,Hodleten,P,8,
CH,Schlatt,P,2,
CH,Boppelsen,P,893,
CH,Weid,P,10,
CH,Neuwies,P,76,
CH,Rueti,P,4,
CH,Buchs / Buchs (Nord),P,512,
CH,Fabrikstrasse / Unterdorf,P,199,
CH,Buchs / Zuercherstrasse,P,751,
CH,Buchs / Dielsdorfer-/Kraehstelstr.,P,409,
CH,Buchs / Bachtel,P,280,
CH,Wolfacker,P,6,
CH,Im Badweg,P,3,
CH,Huebacher,P,4,
CH,Kraehstel,P,38,
CH,Drisgler,P,40,
CH,Buchs / Ringstrasse,P,631,
CH,Buchs / Tuefi,P,233,
CH,Buchs / Rosengarten,P,393,
CH,Im Riet,P,60,
CH,Furthof,P,9,
CH,Wiesenhof,P,5,
CH,Truebenbach,P,25,
CH,Buchs / In der Buh,P,112,
CH,Daellikon / Daellikon (Dorf),P,1583,
CH,Brueederhof,P,5,
CH,Weid,P,10,
CH,Riet,P,21,
CH,Huettenwiesenstrasse,P,24,
CH,Langwiesen,P,14,
CH,Daellikon / Industriestrasse,P,196,
CH,Feldhof,P,12,
CH,Daellikon / Sytenacher,P,859,
CH,Rain,P,411,
CH,Chrummwis / Laengg,P,7,
CH,Daenikon / Daenikon (Dorfkern),P,316,
CH,Daenikon / Feld 2,P,28,
CH,Daenikon / Feld 1,P,80,
CH,Daenikon / Bifang,P,754,
CH,Rain,P,504,
CH,Otelfinger-Str.,P,6,
CH,Burghof,P,64,
CH,Ditikerhof,P,13,
CH,Huettikon,P,480,
CH,Huettikerberg,P,14,
CH,Neerach,P,1435,
CH,Im Juch,P,34,
CH,Riedt,P,811,
CH,Langgraben,P,14,
CH,Niederglatt / Niederglatt (Dorfkern),P,1147,
CH,Niederglatt / Noeschikon,P,883,
CH,Niederglatt / Gaertli,P,474,
CH,Niederglatt / Grafschaft,P,531,
CH,Niederglatt / Kirchrain,P,155,
CH,Niederglatt / Sonnenberg,P,408,
CH,Niederglatt / Suedstrasse,P,34,
CH,Feldhof,P,10,
CH,Auf dem Buehl,P,11,
CH,Niederhasli,P,2848,418.0
CH,Oberhasli / Oberhasli (Dorf),P,302,
CH,Niederhasli / Eschenberg,P,267,
CH,Kastelhof,P,37,
CH,Mettmenhasli / Mettmenhasli (Dorf),P,324,
CH,Oberhasli / Birch,P,858,
CH,Oberhasli / Hasliberg,P,261,
CH,Nassenwil / Nassenwil (Dorf),P,219,
CH,Nassenwil / Steinacker,P,8,
CH,Rietrain,P,12,
CH,Chutzenmoos,P,7,
CH,Ruetisberg,P,22,
CH,Oberhasli / Sandrain,P,27,
CH,Ruetihof,P,5,
CH,Saeget,P,7,
CH,Niederweningen / Rebhalde,P,50,
CH,Niederweningen / Huetten,P,69,
CH,Niederweningen / Urblig,P,441,
CH,Niederweningen / Huesliweg,P,212,
CH,Niederweningen / Gumpenwisen,P,99,
CH,Surbwiesen,P,43,
CH,Ob der Mueli,P,12,
CH,Vorderegg,P,101,
CH,Niederweningen / Bi de Chile,P,25,
CH,Hintereichen,P,40,
CH,Niederweningen / Gupfen,P,138,
CH,Niederweningen / Guggach,P,165,
CH,Oberglatt / Oberglatt (Dorfkern),P,1406,
CH,Oberglatt / Bellen-Grafschaft,P,825,
CH,Oberglatt / Bahnhofquartier,P,1333,
CH,Hell,P,4,
CH,Hofstetten,P,1115,
CH,Grundbuck-Gaessli,P,8,
CH,Hasliberg,P,339,
CH,Elektrohof,P,2,
CH,Kirchweg,P,109,
CH,Tuefwis,P,162,
CH,Wattenwilerhof,P,11,
CH,Buck,P,15,
CH,Grund,P,10,
CH,Otelfingen / Oberdorf,P,103,
CH,Otelfingen / Baechlen,P,88,
CH,Otelfingen / Dorf,P,264,
CH,Otelfingen / Bruehl,P,235,
CH,Otelfingen / Geeren,P,159,
CH,Otelfingen / Sandacker,P,159,
CH,Otelfingen / Bodenacker,P,405,
CH,Otelfingen / Laerenbuehl,P,257,
CH,Otelfingen / Industrie,P,50,
CH,Otelfingen / Breitlen,P,57,
CH,Otelfingen / Golfpark,P,31,
CH,Staldern / Puent,P,25,
CH,Hoefli / Halde,P,12,
CH,Hirsmuehle,P,61,
CH,Regensdorf / Zentrum,P,650,
CH,Raechenbuehl,P,35,
CH,Sonnhalde,P,1984,
CH,Rebrain,P,342,
CH,Im Laetten,P,63,
CH,Lleitstrasse,P,75,
CH,Laubisser,P,617,
CH,Sandrain,P,26,
CH,Oberdorf (Watt),P,72,
CH,Spannrain,P,174,
CH,Riedthof,P,9,
CH,Adlikon,P,970,
CH,Paechterriet,P,234,
CH,Trockenloo,P,289,
CH,Wiesacher Ort,P,143,
CH,Regensdorf / Hofacher-Geeren,P,1038,
CH,Regensdorf / Feldblumen-Riedthofstrasse,P,1122,
CH,am Katzensee,P,19,
CH,Regensdorf / Dorf,P,381,
CH,Regensdorf / Hofwiesen,P,401,
CH,Altburg,P,82,
CH,Folenmoos,P,13,
CH,Lochaecker,P,9,
CH,Geissberg,P,5,
CH,Eichelackerstrasse,P,50,
CH,Bachtobelstrasse,P,195,
CH,Regensdorf / Moos,P,264,
CH,Regensdorf / Allmend,P,38,
CH,Regensdorf / Hard,P,49,
CH,Unterdorf,P,343,
CH,Usserdorf,P,270,
CH,Sand,P,879,
CH,Ehrenhau,P,23,
CH,Wisacher Weid,P,229,
CH,Regensdorf / Hardrain,P,133,
CH,Regensdorf / Watterstrasse,P,507,
CH,Regensdorf / Ruggenacher,P,430,
CH,Regensdorf / Langfurren,P,456,
CH,Regensdorf / Altburgstrasse,P,121,
CH,Regensdorf / Hubacher,P,743,
CH,Regensdorf / Obstgarten,P,1090,
CH,Regensdorf / Weintgerstrasse,P,106,
CH,Ruemlang / Ruemlang (Dorfkern),P,3528,
CH,Ruemlang / Saentisstrasse-Aegler,P,767,
CH,Ruemlang / Huebacher,P,712,
CH,Frohbuehl,P,5,
CH,Muelirain,P,6,
CH,Heuel,P,12,
CH,Industriestrasse,P,13,
CH,Chilisbaeum,P,9,
CH,Eichhof,P,5,
CH,Katzenrueti,P,57,
CH,Baerenbohl,P,42,
CH,Kaetsch,P,21,
CH,Kaeshalden,P,8,
CH,Altwi,P,12,
CH,Tempelhof,P,11,
CH,Waldegg,P,6,
CH,Nebetsaglen,P,7,
CH,Schleinikon,P,176,
CH,Rueti,P,8,
CH,Wasen (westl. Teil),P,48,
CH,Wasen (oestl. Teil),P,39,
CH,Dachslern,P,294,
CH,Schoefflisdorf / Schoefflisdorf (Dorf),P,435,
CH,Blitzger,P,4,
CH,Schoefflisdorf / Kaltbrunn,P,86,
CH,Schoefflisdorf / Berg,P,85,
CH,Schoefflisdorf / Rueti,P,14,
CH,Schoefflisdorf / Sonnenberg,P,93,
CH,Schoefflisdorf / Rietli,P,30,
CH,Schoefflisdorf / Bahnhof,P,331,
CH,Aemperg,P,12,
CH,Schlatti,P,2,
CH,Raat,P,132,
CH,Gibisnuet,P,4,
CH,Schuepfheim,P,57,
CH,Staegli,P,135,
CH,Rotenbrunnen,P,5,
CH,Letten,P,7,
CH,Ruetenen,P,6,
CH,Steinmaur / Ober-Steinmaur,P,440,
CH,Steinmaur / Nieder-Steinmaur,P,600,
CH,Suenikon,P,229,
CH,Ankenland,P,4,
CH,Hinter-Egg,P,6,
CH,Mittler-Egg,P,14,
CH,Vorder-Egg,P,22,
CH,Steinmaur / Breite,P,134,
CH,Totenweg,P,4,
CH,Steinmaur / Buck,P,192,
CH,Steinmaur / Tollacher,P,72,
CH,Salen,P,16,
CH,Ried,P,2,
CH,Gueggel,P,11,
CH,Bahnhof,P,20,
CH,Steinbruch,P,36,
CH,Schibler,P,835,
CH,Weiach / Weiach (Dorfkern),P,827,
CH,Weiach / Bedmen / See-Winkel,P,70,
CH,Hasli,P,22,
CH,Ofen,P,13,
CH,Steinbruch,P,9,
CH,Hof,P,33,
CH,Neuthal,P,67,
CH,Hofschuer,P,7,
CH,Hinterburg,P,29,
CH,Laeseten,P,3,
CH,Bussenthal,P,31,
CH,Stollen,P,5,
CH,Josenhof,P,15,
CH,Obere Tanne,P,8,
CH,Tanne,P,22,
CH,Egglen,P,12,
CH,Waberg,P,29,
CH,Morglen,P,12,
CH,Adetswil,P,716,
CH,Buergweidli,P,3,
CH,Erholungshaus,P,42,
CH,Weid (bei Adetswil),P,576,
CH,Laubenfelsen,P,7,
CH,Rueetswil,P,31,
CH,Rueeggental,P,19,
CH,Wirzwil,P,7,
CH,Laupetswil,P,16,
CH,Burgweid,P,25,
CH,Tobel,P,7,
CH,Muehle,P,12,
CH,Neuegg,P,78,
CH,Zelg,P,30,
CH,Allenberg,P,30,
CH,Matt,P,5,
CH,Rellsten,P,9,
CH,Schuerli,P,38,
CH,Neuhaus,P,8,
CH,Breitenmatt,P,6,
CH,Oberdorf,P,289,
CH,Haldengut,P,9,
CH,Sandbueel,P,7,
CH,Stoeck,P,16,
CH,Bettswil,P,119,
CH,Berghof,P,5,
CH,Ghoech,P,37,
CH,Fehrenwaltsberg,P,22,
CH,Steinweid,P,2,
CH,Hinterberg,P,7,
CH,Im Chopfholz,P,7,
CH,Schoenau,P,16,
CH,Tisenwaltsberg,P,50,
CH,Waesseri,P,10,
CH,Wappenswil,P,49,
CH,Maiwinkel,P,22,
CH,Schmaerschuer,P,6,
CH,Schwarzweid,P,9,
CH,Holenstein,P,7,
CH,Huetten,P,5,
CH,Kleinbaeretswil,P,33,
CH,Mittler-Saedel,P,29,
CH,Gubel,P,9,
CH,Bubikon / Bubikon (Dorfkern),P,338,
CH,Bubikon / Station,P,732,
CH,Bubikon / Ebmatt,P,159,
CH,Bubikon / Schulhaus Bergli,P,35,
CH,Bubikon / Sonnengarten,P,358,
CH,Bubikon / Zelgwies,P,303,
CH,Bubikon / Weinhalde,P,127,
CH,Fuchsbuehl,P,9,
CH,Muerg,P,4,
CH,Waendhueslen,P,35,
CH,Neuhaus bei Waendhueslen,P,8,
CH,Feissi,P,19,
CH,Brach,P,23,
CH,Friedheim,P,14,
CH,Gstein,P,19,
CH,Platte,P,74,
CH,Tafleten,P,55,
CH,Landsacker,P,28,
CH,Wanne,P,27,
CH,Sennschuer,P,17,
CH,Unter-Wechsel,P,3,
CH,Brandlen,P,9,
CH,Rutschberg,P,12,
CH,Laufenriet,P,11,
CH,Knebel,P,7,
CH,Hinteracker,P,5,
CH,Schuerwies,P,6,
CH,Reitbach,P,14,
