country code,asciiname,feature class,population,elevation
CH,Les Geneveys-sur-Coffrane,P,1458,
CH,Les Breuleux,P,1277,
CH,Les Brenets,P,1169,
CH,Les Bois,P,1104,
CH,Les Bayards,P,354,
CH,Le Peuchapatte,P,32,
CH,Le Paquier,P,208,
CH,Lenzerheide,P,2610,1473.0
CH,Lenzburg,P,7392,
CH,Lenz,P,484,
CH,Lens,P,3497,
CH,Le Noirmont,P,1617,
CH,Lenk,P,2268,
CH,Lengnau,P,7336,
CH,Le Mont-sur-Lausanne,P,5270,
CH,Le Locle,P,10279,
CH,Le Landeron,P,4278,
CH,Leissigen,P,872,
CH,Leibstadt,P,1287,
CH,Le Cret-pres-Semsales,P,453,
CH,Le Chenit,P,4062,
CH,Lechelles,P,573,565.0
CH,Le Chatelard,P,353,
CH,Le Bry,P,307,
CH,Lax,P,315,
CH,Lavin,P,175,
CH,Lavertezzo,P,1168,
CH,Lauterbrunnen,P,2646,
CH,Lausen,P,4892,
CH,Lausanne,P,116751,
CH,Lauperswil,P,2700,
CH,Laupersdorf,P,1670,
CH,Laupen,P,2774,
CH,Laufenburg,P,2000,
CH,Laufen,P,19,
CH,Laufen,P,5210,
CH,Laufelfingen,P,1271,
CH,Lauerz,P,913,
CH,La Tour-de-Treme,P,3686,
CH,La Tour-de-Peilz,P,10522,
CH,La Sarraz,P,1734,
CH,La Sagne,P,988,
CH,La Roche,P,1405,
CH,La Praz,P,123,
CH,Langwies,P,278,
CH,Langrickenbach,P,1031,
CH,Langnau / Langnau (Dorf),P,4745,
CH,Langnau,P,8784,
CH,Langenthal,P,14184,
CH,Langenbruck,P,1049,
CH,La Neuveville,P,3495,
CH,Landiswil,P,651,
CH,Lamboing,P,617,
CH,Lalden,P,696,
CH,Lajoux,P,668,
CH,La Heutte,P,471,
CH,Ladir,P,122,
CH,La Cote-aux-Fees,P,511,
CH,Lachen,P,6685,
CH,La Chaux-de-Fonds,P,36825,
CH,La Chaux-des-Breuleux,P,78,
CH,La Brevine,P,723,
CH,Laax,P,1252,
CH,Kyburg,P,197,
CH,Kuettigkofen,P,241,
CH,Kuttigen,P,5234,
CH,Kussnacht,P,11777,
CH,Kuesnacht,P,11525,
CH,Kunten,P,1732,
CH,Kueblis,P,836,
CH,Krummenau,P,1453,
CH,Krinau,P,279,
CH,Kriens,P,25010,
CH,Kriegstetten,P,1116,
CH,Kriechenwil,P,408,
CH,Kreuzlingen,P,17655,
CH,Krauchthal,P,2339,
CH,Krattigen,P,892,
CH,Koppigen,P,1977,
CH,Konolfingen,P,4562,
CH,Koeniz,P,37196,
CH,Kolliken,P,4059,
CH,Kollbrunn,P,1848,
CH,Koblenz,P,1651,
CH,Knutwil,P,1722,
CH,Knonau,P,1077,
CH,Kloten,P,16289,
CH,Klosters Serneus,P,4044,
CH,Klingnau,P,3069,
CH,Kleinlutzel,P,1296,
CH,Kleindietwil,P,512,
CH,Kirchlindach,P,2553,
CH,Kirchdorf,P,775,
CH,Kirchdinhard,P,73,
CH,Kirchberg,P,8127,
CH,Kirchberg,P,5335,
CH,Killwangen,P,1783,
CH,Kilchberg,P,6511,
CH,Kiesen,P,753,
CH,Kesswil,P,928,
CH,Kerzers,P,4459,
CH,Kerns,P,5217,
CH,Kernenried,P,449,
CH,Kempttal,P,169,
CH,Kehrsatz,P,3636,
CH,Kefikon,P,52,
CH,Kappelen,P,1075,
CH,Kappel,P,211,
CH,Kandersteg,P,1123,
CH,Kandergrund,P,995,
CH,Kaltbrunn,P,3803,
CH,Kallnach,P,1545,
CH,Kaisten,P,2140,
CH,Kaiserstuhl,P,373,
CH,Kaiseraugst,P,3600,
CH,Jussy,P,1356,
CH,Jonschwil,P,3221,
CH,Jonen,P,1683,
CH,Jona,P,17655,
CH,Jeuss,P,506,
CH,Jenins,P,745,
CH,Jenaz,P,1130,
CH,Jegenstorf,P,4027,
CH,Jaun,P,615,
CH,Ittenthal,P,188,
CH,Isone,P,388,
CH,Iserables,P,918,
CH,Iseo,P,80,
CH,Isenthal,P,558,
CH,Iseltwald,P,394,
CH,Pfaeffikon / Irgenhausen,P,2032,
CH,Iragna,P,516,
CH,Inwil,P,2163,
CH,Intragna,P,864,
CH,Interlaken,P,5067,
CH,Ins,P,2826,
CH,Innerthal,P,170,
CH,Innerferrera,P,39,
CH,Ingenbohl,P,7967,
CH,Inden,P,103,
CH,Indemini,P,40,
CH,Illnau,P,2964,
CH,Illgau,P,752,
CH,Ilanz,P,2321,
CH,Igis,P,6828,563.0
CH,Ibach,P,3500,
CH,Huttwilen,P,1381,
CH,Huttwil,P,4643,
CH,Huttlingen,P,847,
CH,Huntwangen,P,705,
CH,Hunenberg,P,9032,
CH,Hundwil,P,975,
CH,Horw,P,12348,
CH,Hornussen,P,845,
CH,Horn,P,2274,
CH,Horgen,P,15973,415.0
CH,Zuerich (Kreis 10) / Hoengg,P,17117,
CH,Homburg,P,1406,
CH,Hombrechtikon,P,4767,
CH,Holstein,P,2249,
CH,Holderbank,P,691,
CH,Hohenrain,P,2090,
CH,Hofstetten,P,52,
CH,"Thayngen, Hofen",P,136,535.0
CH,Hochwald,P,1254,
CH,Hochdorf,P,8192,
CH,Hitzkirch,P,2165,
CH,Hittnau / Hittnau (Dorf),P,1502,
CH,Hinwil,P,5488,
CH,Hinterrhein,P,108,
CH,Hindelbank,P,1994,
CH,Himmelried,P,1002,
CH,Hilterfingen,P,3841,
CH,Hildisrieden,P,1882,
CH,Hettlingen,P,2221,
CH,Hessigkofen,P,263,
CH,Herzogenbuchsee,P,5522,
CH,Herrliberg,P,5025,
CH,Hermiswil,P,3156,
CH,Hermance,P,956,
CH,Herisau,P,15438,
CH,Hergiswil,P,5437,
CH,Heremence,P,1331,1210.0
CH,Herdern,P,908,
CH,Herbetswil,P,581,
CH,Henggart,P,1574,
CH,Hendschiken,P,930,
CH,Hemmental,P,555,590.0
CH,Hemishofen,P,394,403.0
CH,Hemberg,P,921,
CH,Heitenried,P,1106,
CH,Heimiswil,P,1570,
CH,Heimberg,P,5501,
CH,Heiligenschwendi,P,674,
CH,Heiden,P,3999,
CH,Oberwinterthur (Kreis 2) / Hegi,P,1539,
CH,Hauteville,P,529,
CH,Hausen am Albis / Hausen (Dorf),P,3253,620.0
CH,Hatzingen,P,403,
CH,Haslen,P,638,
CH,Hasle,P,1725,
CH,Haemikon,P,451,
CH,Hallau,P,2000,
CH,Haldenstein,P,943,
CH,Hagneck,P,400,
CH,Hagglingen,P,2183,
CH,Haggenschwil,P,1216,
CH,Hagendorf,P,4338,
CH,Hagenbuch,P,757,
CH,Habsburg,P,444,
CH,Habkern,P,666,
CH,Guttingen,P,1336,
CH,Gurtnellen,P,666,
CH,Gunzwil,P,1925,
CH,Gunzgen,P,1604,
CH,Guggisberg,P,1628,
CH,Guarda,P,172,
CH,Gsteig,P,946,
CH,Gstaad,P,9200,
CH,Gryon,P,1122,
CH,Gruyeres,P,1646,
CH,Gruesch,P,1243,
CH,Grosswangen,P,2941,
CH,Grossandelfingen,P,1328,
CH,Grossaffoltern,P,2810,
CH,Grono,P,896,
CH,Grone,P,2039,
CH,Grolley,P,1575,
CH,Grindelwald,P,3730,
CH,Grimisuat,P,2332,
CH,Grimentz,P,444,
CH,Greppen,P,900,
CH,Grengiols,P,496,
CH,Grenchen,P,15927,
CH,Grellingen,P,1767,
CH,Greifensee,P,5032,
CH,Gravesano,P,1062,
CH,Graenichen,P,6557,
CH,Granges,P,617,
CH,Grandvillard,P,616,
CH,Grandval,P,390,
CH,Grandson,P,2735,
CH,Grand-Savagnier,P,1116,
CH,Le Grand-Saconnex,P,9781,
CH,Grandfontaine,P,343,
CH,Grandcour,P,754,479.0
CH,Grancy,P,308,
CH,Grachen,P,1362,
CH,Grabs,P,6384,465.0
CH,Goumoens-la-Ville,P,609,
CH,Gottlieben,P,290,
CH,Gossau,P,17043,
CH,Gossau,P,4287,
CH,Goschenen,P,464,
CH,Gorgier,P,1832,
CH,Gorduno,P,671,
CH,Gordola,P,3974,
CH,Gordevio,P,818,
CH,Goppisberg,P,93,
CH,Gontenschwil,P,2067,
CH,Gonten,P,1406,
CH,Gondiswil,P,760,
CH,Gommiswald,P,2781,
CH,Gollion,P,679,
CH,Goldingen,P,1013,
CH,Goldau,P,5285,
CH,Goldach,P,9094,
CH,Gnosca,P,571,
CH,Glovelier,P,1199,
CH,Glattfelden,P,2578,
CH,Glattbrugg,P,2642,
CH,Glarus,P,5681,
CH,Gland,P,10641,
CH,Giumaglio,P,217,
CH,Giubiasco,P,7752,
CH,Giswil,P,3563,
CH,Girenbad,P,13,
CH,Girenbad,P,156,
CH,Gipf-Oberfrick,P,3102,
CH,Giornico,P,964,
CH,Gingins,P,958,
CH,Gimel,P,1454,
CH,Gilly,P,925,
CH,Giffers,P,1566,
CH,Gibswil,P,216,
CH,Geuensee,P,2168,
CH,Gettnau,P,965,
CH,Geschinen,P,57,
CH,Gerzensee,P,961,
CH,Gersau,P,1983,
CH,Gerlafingen,P,4864,
CH,Genolier,P,1498,
CH,Geneve,P,183981,
CH,Genestrerio,P,876,
CH,Gempen,P,722,
CH,Gelterkinden,P,5709,
CH,Gelfingen,P,805,
CH,Gebenstorf,P,4100,
CH,Ganterschwil,P,1145,
CH,Gansbrunnen,P,81,
CH,Gandria,P,216,
CH,Gams,P,2971,
CH,Gampelen,P,732,436.0
CH,Gampel,P,1386,
CH,Gals,P,674,
CH,Galmiz,P,617,
CH,Gais,P,2778,
CH,Gachnang,P,3235,
CH,Gachlingen,P,740,
CH,Fusio,P,60,
CH,Furna,P,226,1351.0
CH,Fully,P,5922,
CH,Fullinsdorf,P,4442,
CH,Fulenbach,P,1526,
CH,Fuldera,P,136,
CH,Melchsee-Frutt,P,70,1920.0
CH,Frutigen,P,6671,
CH,Froideville,P,1518,
CH,Frick,P,4583,
CH,Fribourg,P,32827,610.0
CH,Frenkendorf,P,6180,
CH,Freienbach,P,14302,
CH,Frauenkappelen,P,1281,
CH,Frauenfeld,P,21979,417.0
CH,Fraubrunnen,P,1616,
CH,Frasco,P,116,
CH,Fraschels,P,484,
CH,Founex,P,2254,
CH,Fontenais,P,1289,
CH,Fontainemelon,P,1647,
CH,Flurlingen,P,1221,
CH,Flums,P,4848,
CH,Fluehli,P,1937,
CH,Flueelen,P,2000,
CH,Flond,P,185,
CH,Flims,P,2536,
CH,Fleurier,P,3681,
CH,Flerden,P,173,
CH,Flawil,P,9739,
CH,Flaesch,P,626,
CH,Flamatt,P,4922,
CH,Flaach,P,943,
CH,Fischingen,P,2548,
CH,Fischenthal,P,215,
CH,Finhaut,P,344,
CH,Filzbach,P,541,
CH,Filisur,P,502,
CH,Fiez,P,390,
CH,Fiesch,P,1003,
CH,Fideris,P,579,
CH,Feusisberg,P,4210,
CH,Feuerthalen,P,2165,
CH,Ferenbalm,P,1310,
CH,Ferden,P,345,
CH,Felsberg,P,2088,
CH,Feldmeilen,P,3732,
CH,Feldis,P,126,
CH,Feldbach,P,205,
CH,Fehraltorf,P,3767,
CH,Faoug,P,627,
CH,Fanas,P,382,
CH,Fallanden,P,2100,
CH,Falera,P,559,1220.0
CH,Faido,P,1512,
CH,Fahy,P,426,
CH,Fahrni,P,722,
CH,Eysins,P,831,
CH,Evolene,P,1557,1340.0
CH,Evionnaz,P,1001,469.0
CH,Evilard,P,2328,
CH,Etzgen,P,440,
CH,Ettiswil,P,1801,
CH,Ettingen,P,4980,
CH,Estavayer-le-Lac,P,5061,
CH,Estavannens-Dessus,P,366,
CH,Essertines-sur-Rolle,P,476,
CH,Escholzmatt,P,3192,
CH,Eschlikon,P,3425,
CH,Eschenz,P,1508,
CH,Eschenbach,P,9175,
CH,Erstfeld,P,3876,
CH,Ersigen,P,1507,
CH,Erschwil,P,926,
CH,Erschmatt,P,313,
CH,Ernen,P,374,
CH,Ermatingen,P,2453,
CH,Erlenbach im Simmental,P,1730,
CH,Erlenbach,P,4519,
CH,Erlen,P,3057,
CH,Erlach,P,1108,
CH,Eriz,P,504,
CH,Eriswil,P,1414,
CH,Eptingen,P,495,
CH,Ependes,P,1006,
CH,Epalinges,P,7706,
CH,Entlebuch,P,3293,
CH,Enney,P,539,
CH,Ennetburgen,P,4226,
CH,Ennenda,P,2699,
CH,Engi,P,662,
CH,Engelberg,P,4001,1015.0
CH,Emmetten,P,1232,
CH,Emmen,P,26889,
CH,Embrach,P,7088,
CH,Embd,P,349,
CH,Elsau-Raeterschen / Elsau (Dorf),P,324,
CH,Elm,P,729,
CH,Ellikon an der Thur,P,477,
CH,Ellikon am Rhein,P,78,
CH,Elgg,P,3282,
CH,Eisten,P,259,
CH,Eischoll,P,513,
CH,Einsiedeln,P,13148,882.0
CH,Eiken,P,1923,
CH,Eichberg,P,1260,
CH,Eich,P,1627,
CH,Egnach,P,4179,
CH,Egliswil,P,1401,
CH,Eglisau,P,974,
CH,Eggiwil,P,2559,
CH,Eggersriet,P,2209,
CH,Eggerberg,P,374,
CH,Egg,P,4003,
CH,Egerkingen,P,2923,
CH,Effretikon,P,10119,
CH,Effingen,P,603,
CH,Ecuvillens,P,772,
CH,Ecublens,P,10065,
CH,Echallens,P,4972,
CH,Ebnat-Kappel,P,4852,630.0
CH,Ebikon,P,11471,
CH,Durrenroth,P,1037,
CH,Durrenasch,P,1187,
CH,Durnten,P,1032,
CH,Dudingen,P,7155,
CH,Dubendorf,P,19882,
CH,Dottikon,P,3125,
CH,Dornach,P,6449,
CH,Dorenaz,P,647,
CH,Doppleschwand,P,688,
CH,Donneloye,P,318,
CH,Dongio,P,434,
CH,Donatyre,P,135,
CH,Dompierre,P,687,462.0
CH,Domdidier,P,2353,442.0
CH,Dombresson,P,1659,
CH,Domat,P,6817,
CH,Dizy,P,245,
CH,Disentis,P,2193,
CH,Dietwil,P,950,
CH,Dietlikon / Dietlikon (Dorf),P,6149,
CH,Dietikon,P,20893,
CH,Diesse,P,425,
CH,Diesbach,P,194,
CH,Diepoldsau,P,5401,
CH,Diemtigen,P,2027,
CH,Dielsdorf,P,4671,
CH,Diegten,P,1633,
CH,Derendingen,P,6093,
CH,Densbueren,P,758,
CH,Delemont,P,11315,
CH,Deitingen,P,2135,
CH,Degersheim,P,3802,
CH,Davos,P,11024,
CH,Darstetten,P,859,
CH,Darligen,P,390,
CH,Dardagny,P,1329,
CH,Damvant,P,115,
CH,Dalpe,P,179,
CH,Dallenwil,P,1738,
CH,Daillens,P,667,
CH,Dagmersellen,P,3300,
CH,Dachsen,P,1470,
CH,Cully,P,1793,
CH,Cugy,P,1523,
CH,Cugnasco,P,1202,
CH,Cudrefin,P,996,
CH,Crissier,P,6612,
CH,Cresciano,P,624,
CH,Cremines,P,548,
CH,Crassier,P,769,
CH,Couvet,P,2811,
CH,Courtetelle,P,2248,
CH,Courtemaiche,P,707,
CH,Courtelary,P,1163,
CH,Courtedoux,P,745,
CH,Court,P,1328,
CH,Courroux,P,3085,
CH,Courrendlin,P,2314,
CH,Courlevon,P,276,
CH,Courgevaux,P,1057,477.0
CH,Courgenay,P,2106,
CH,Courfaivre,P,1508,
CH,Cottens,P,358,
CH,Cossonay,P,2795,
CH,Cortaillod,P,4410,
CH,Corsier,P,1699,
CH,Cornol,P,894,
CH,Cornaux,P,1557,
CH,Corminboeuf,P,1702,
CH,Corippo,P,23,
CH,Corgemont,P,1503,
CH,Cordast,P,839,
CH,Corbeyrier,P,348,
CH,Coppet,P,2124,
CH,Contone,P,788,
CH,Conthey,P,6634,
CH,Cunter,P,194,
CH,Confignon,P,3425,
CH,Concise,P,721,
CH,Combremont-le-Petit,P,375,
CH,Comano,P,1729,
CH,Colombier,P,208,
CH,Colombier,P,9297,
CH,Collombey,P,5926,
CH,Coeuve,P,665,
CH,Clugin,P,25,
CH,Claro,P,2296,
CH,Cimadera,P,99,
CH,Churwalden,P,1214,
CH,Chur,P,32429,
CH,Chironico,P,399,
CH,Chippis,P,1556,
CH,Chiggiogna,P,410,
CH,Chiasso,P,8060,
CH,Chezard-Saint-Martin,P,1655,
CH,Cheyres,P,910,
CH,Chexbres,P,2133,
CH,Chevroux,P,391,
CH,Chevenez,P,583,
CH,Cheseaux,P,3946,
CH,Chermignon-d'en Haut,P,2773,
CH,Chene-Paquier,P,108,
CH,Chene-Bourg,P,7959,
CH,Chavornay,P,2841,
CH,Chavannes-le-Chene,P,228,
CH,Chavannes,P,5454,
CH,Chatel-Saint-Denis,P,5094,
CH,Chateau-d'Oex,P,3034,
CH,Charrat,P,1156,
CH,Charmoille,P,327,
CH,Charmey,P,1713,
CH,Chardonne,P,2659,
CH,Chapelle-sur-Moudon,P,204,
CH,Chandolin,P,79,1930.0
CH,Chancy,P,942,
CH,Champvent,P,344,
CH,Champery,P,1191,
CH,Champagne,P,680,
CH,Chamoson,P,2628,
CH,Cham,P,13495,420.0
CH,Chalais,P,2665,
CH,Chabrey,P,221,
CH,Cevio,P,1844,
CH,Certara,P,79,
CH,Cernier,P,2080,
CH,Cerniat,P,344,
CH,Cerentino,P,70,
CH,Celigny,P,682,
CH,Celerina,P,1241,
CH,Cazis,P,1641,
CH,Caviano,P,134,
CH,Cavergno,P,481,
CH,Caux,P,2000,
CH,Cauco,P,34,
CH,Castiel,P,117,
CH,Castel San Pietro,P,2150,
CH,Castasegna,P,179,
CH,Caslano,P,3655,
CH,Casima,P,79,
CH,Cartigny,P,775,
CH,Carouge,P,19344,
CH,Capolago,P,688,
CH,Canobbio,P,1869,
CH,Campo,P,80,
CH,Camorino,P,2358,
CH,Cama,P,469,
CH,Calpiogna,P,46,
CH,Cagiallo,P,558,
CH,Cadro,P,1596,
CH,Cadenazzo,P,1906,
CH,Cadempino,P,1351,
CH,Buus,P,1005,
CH,Buttwil,P,1185,
CH,Buttisholz,P,2890,
CH,Buttes,P,629,
CH,Buetschwil,P,3393,
CH,Bussigny,P,7408,
CH,Busserach,P,1863,
CH,Buseno,P,90,
CH,Burtigny,P,264,
CH,Bursins,P,701,
CH,Bursinel,P,390,
CH,Bueron,P,1951,
CH,Burglen,P,3149,
CH,Burglen,P,3996,
CH,Burgistein,P,1058,
CH,Burgdorf,P,14788,
CH,Buren an der Aare,P,983,
CH,Burchen,P,705,
CH,Buochs,P,5524,
CH,Bullet,P,595,
CH,Bulle,P,12095,
CH,Bulach,P,13172,
CH,Buix,P,478,
CH,Buhler,P,1612,
CH,Buchs / Buchs (Dorf),P,361,
CH,Buchs,P,6599,
CH,Buchs,P,10418,447.0
CH,Buchrain,P,5341,
CH,Buchholterberg,P,1498,
CH,Buchberg,P,781,
CH,Buch,P,255,
CH,Bubikon,P,2052,
CH,Bubendorf,P,4543,
CH,Bruttisellen,P,3697,
CH,Brutten,P,1556,
CH,Bruttelen,P,625,
CH,Brusio,P,1152,
CH,Brusino Arsizio,P,437,
CH,Brunnenthal,P,209,
CH,Brunnadern,P,912,
CH,Brugg,P,9196,
CH,Brugg,P,3868,
CH,Brot-Plamboz,P,218,
CH,Brot-Dessous,P,86,
CH,Brontallo,P,60,
CH,Bronschhofen,P,4489,
CH,Broglio,P,103,
CH,Broc,P,2148,
CH,Brittnau,P,3735,
CH,Brissago,P,1831,
CH,Brislach,P,1493,
CH,Brione,P,225,
CH,Brig,P,5000,680.0
CH,Brienzwiler,P,580,
CH,Brienz,P,2899,
CH,Brienz,P,108,
CH,Bretzwil,P,746,
CH,Brenzikofen,P,487,
CH,Breno,P,294,
CH,Brenles,P,162,
CH,Bremgarten,P,6543,
CH,Breitenbach,P,3241,
CH,Breite,P,450,
CH,Breil,P,1344,
CH,Braunwald,P,421,
CH,Bratsch,P,490,
CH,Bozen,P,606,
CH,Bowil,P,1414,
CH,Le Bouveret,P,800,
CH,Bourg-Saint-Pierre,P,207,
CH,Boudry,P,4886,
CH,Boudevilliers,P,754,
CH,Bottmingen,P,5912,
CH,Bottighofen,P,1882,
CH,Bottenwil,P,800,
CH,Bottens,P,1030,
CH,Bosingen,P,3118,
CH,Bosco Gurin,P,77,
CH,Borgnone,P,144,
CH,Borex,P,833,
CH,Bonvillars,P,362,
CH,Bonstetten,P,2260,
CH,Bonnefontaine,P,487,
CH,Boniswil,P,1436,
CH,Bonigen,P,2233,
CH,Bonfol,P,617,
CH,Boncourt,P,1304,
CH,Bonaduz,P,2654,
CH,Boltigen,P,1443,
CH,Bolligen,P,6086,
CH,Bogno,P,126,
CH,Bogis-Bossey,P,700,
CH,Bodio,P,1001,
CH,Blumenstein,P,1154,
CH,Blonay,P,5244,
CH,Blitzingen,P,85,
CH,Blauen,P,676,
CH,Blatten,P,317,1542.0
CH,Bivio,P,215,
CH,Bitsch,P,802,
CH,Birsfelden,P,10232,
CH,Birrwil,P,953,
CH,Birr,P,3884,
CH,Bironico,P,535,
CH,Birmenstorf,P,2462,
CH,Birmensdorf,P,4772,
CH,Bioggio,P,1784,
CH,Binningen,P,14130,
CH,Bilten,P,2011,
CH,Bignasco,P,311,
CH,Biglen,P,1759,
CH,Biere,P,1428,
CH,Biel/Bienne,P,48614,434.0
CH,Bidogno,P,343,
CH,"Thayngen, Bibern",P,254,486.0
CH,Biberist,P,7889,
CH,Biasca,P,5885,
CH,Bex,P,5956,
CH,Bevilard,P,1736,
CH,Bevaix,P,3866,
CH,Bettlach,P,4834,
CH,Bettingen,P,1189,
CH,Betten,P,450,
CH,Betschwanden,P,171,
CH,Beromuenster,P,2876,
CH,Bernex,P,9759,
CH,Bern,P,121631,
CH,Beringen,P,3216,455.0
CH,Berikon,P,4527,
CH,Berguen,P,526,
CH,Berg,P,2942,
CH,Bercher,P,900,
CH,Benken,P,601,
CH,Benken,P,2419,
CH,Belp,P,9307,
CH,Belmont-sur-Lausanne,P,3007,
CH,Bellwald,P,444,
CH,Bellmund,P,1311,
CH,Bellinzona,P,16572,
CH,Bellevue,P,3674,
CH,Bellerive,P,599,
CH,Belfaux,P,2286,
CH,Beinwil,P,316,
CH,Beinwil,P,957,
CH,Begnins,P,1323,
CH,Beggingen,P,510,
CH,Beckenried,P,3050,
CH,Beatenberg,P,1188,
CH,Bavois,P,662,
CH,Bauma,P,1029,
CH,Baulmes,P,931,
CH,Bauen,P,206,
CH,Batterkinden,P,2748,
CH,Bassersdorf,P,7010,
CH,Basse-Nendaz,P,5410,
CH,Bassecourt,P,3305,
CH,Basel,P,164488,
CH,Barschwil,P,918,
CH,Bariswil,P,1036,
CH,Baretswil,P,1313,
CH,Barbereche,P,611,
CH,Bannwil,P,652,
CH,Bangerten,P,168,
CH,Baltschieder,P,1158,
CH,Baltenswil,P,247,
CH,Balsthal,P,5863,
CH,Balm bei Messen,P,107,
CH,Ballwil,P,2284,
CH,Ballens,P,389,
CH,Ballaigues,P,849,
CH,Balgach,P,4019,
CH,Balerna,P,3456,
CH,Bagnes,P,6626,
CH,Bad Ragaz,P,5063,
CH,Baden,P,16118,381.0
CH,Bachenbulach,P,2985,
CH,Baech,P,1479,410.0
CH,Baar,P,20546,
CH,Ayer,P,681,
CH,Ayent,P,3243,
CH,Avry-sur-Matran,P,1326,
CH,Avenches,P,2758,480.0
CH,Avegno,P,518,
CH,Auw,P,1610,
CH,Auvernier,P,1555,
CH,Autigny,P,640,
CH,Zuerich (Kreis 4) / Aussersihl,P,27273,
CH,Ausserferrera,P,35,
CH,Ausserbinn,P,47,
CH,Aurigeno,P,417,
CH,Aumont,P,418,
CH,Augst,P,908,
CH,Aubonne,P,2703,
CH,Au,P,6673,
CH,Au,P,44,
CH,Au,P,4844,
CH,Attiswil,P,1389,
CH,Attinghausen,P,1515,
CH,Attalens,P,2380,
CH,Asuel,P,207,
CH,Astano,P,279,
CH,Assens,P,888,
CH,Ascona,P,5084,
CH,Arzo,P,1188,503.0
CH,Arzier,P,1919,
CH,Arvigo,P,92,
CH,Arth,P,9850,
CH,Arosa,P,2307,1775.0
CH,Arogno,P,968,
CH,Arni,P,963,
CH,Arlesheim,P,9301,
CH,Aristau,P,1313,
CH,Arisdorf,P,1538,
CH,Ardon,P,2305,
CH,Ardez,P,441,
CH,Arconciel,P,670,
CH,Arch,P,1574,
CH,Arbon,P,12933,
CH,Arbaz,P,862,
CH,Apples,P,1201,
CH,Appenzell,P,5649,
CH,Anzonico,P,116,
CH,Anieres,P,2706,
CH,Andwil,P,1737,
CH,Andermatt,P,1258,
CH,Andeer,P,800,
CH,Amsoldingen,P,775,
CH,Amriswil,P,11351,
CH,Amden,P,1557,903.0
CH,Alvaschein,P,152,
CH,Alvaneu,P,434,
CH,Altstatten,P,10574,
CH,Altnau,P,1887,
CH,Altishofen,P,1368,
CH,Alterswil,P,1850,
CH,Altendorf,P,5280,
CH,Alten,P,244,
CH,Altdorf,P,8678,458.0
CH,Alpthal,P,559,995.0
CH,Alpnach,P,5218,
CH,Allschwil,P,18189,
CH,Alle,P,1693,
CH,Allaman,P,380,
CH,Alchenstorf,P,527,
CH,Albligen,P,475,
CH,Albinen,P,263,
CH,Albeuve,P,589,
CH,Alberswil,P,556,
CH,Airolo,P,1559,
CH,Aigle,P,7723,410.0
CH,Agra,P,490,
CH,Agno,P,3639,
CH,Agarn,P,753,
CH,Affoltern am Albis,P,8928,
CH,Affeltrangen,P,2135,
CH,Aeugst / Aeugst (Dorf),P,975,
CH,Aeschi b. Spiez,P,2000,860.0
CH,Aesch,P,10138,
CH,Aesch,P,911,
CH,Aedermannsdorf,P,548,
CH,Adliswil,P,15230,
CH,Adligenswil,P,5576,
CH,Adelboden,P,3541,
CH,Acquarossa,P,1814,
CH,Abtwil,P,718,
CH,Aarwangen,P,4171,
CH,Aarburg,P,6828,
CH,Aarberg,P,3911,
CH,Aarau,P,15501,
CH,Aadorf,P,7620,
CH,Riehen,P,20000,
CH,Chene-Bougeries,P,10487,
CH,Meinier,P,1811,
CH,Puplinge,P,2163,
CH,Thonex,P,13057,
CH,Wettswil / Wettswil (Dorf),P,3605,560.0
CH,Sellenbueren,P,1572,560.0
CH,Itingen,P,1750,370.0
CH,Lampenberg,P,500,522.0
CH,Arboldswil,P,509,628.0
CH,Ecublens,P,10262,409.0
CH,Montpreveyres,P,500,800.0
CH,Scheller,P,9,
CH,Ried,P,5,
CH,Goetschihof,P,82,
CH,Mueliberg,P,101,
CH,Chloster (Aeugstertal),P,100,
CH,Breiten (Aeugstertal),P,41,
CH,Obertal,P,31,
CH,Sunnenberg,P,6,
CH,Seehof,P,1,
CH,Habersaat,P,51,
CH,Schuermatt,P,6,
CH,Aeugst / Stuemel,P,286,
CH,Seehalde,P,4,
CH,Waengi,P,40,
CH,Weid,P,14,
CH,Sunnmatt,P,7,
CH,Lochhof,P,25,
CH,Sandacher,P,7,
CH,Muenchweid,P,2,
CH,Weid (bei Fehrenbach),P,17,
CH,Loo,P,191,
CH,Moosegg,P,6,
CH,Rossmaettli,P,2,
CH,Zwillikon,P,620,
CH,Fehrenbach,P,194,
CH,Zwillikermoos,P,6,
CH,Aespli,P,7,
CH,Schwanden,P,11,
CH,Wil,P,16,
CH,Tannhof,P,2,
CH,Untere Allmend,P,3,
CH,Affoltern / Lindenmoos,P,317,
CH,Affoltern / Hasenbueel,P,1690,
CH,Affoltern / Goldiger Berg,P,934,
CH,Affoltern / Oberdorf,P,1759,
CH,Affoltern / Unterdorf,P,1989,
CH,Affoltern / Butzen,P,977,
CH,Affoltern / Sonnenberg,P,1262,
CH,Schachen,P,1278,
CH,Chaesern,P,7,
CH,Luettenberg,P,25,
CH,Stocken,P,6,
CH,Heurain,P,7,
CH,Laetten,P,11,
CH,Zueriweg,P,5,
CH,Grund,P,6,
CH,Stein,P,4,
CH,Lochen,P,17,
CH,Hausen / Heisch,P,901,
CH,Hausen / Albisbrunn,P,55,
CH,Tuerlen,P,47,
CH,Vollenweid,P,45,
CH,Riedmatt,P,22,
CH,Tuefenbach,P,35,
CH,Seeberig,P,5,
